rank,placeId,name,municipality,ui_region,ui_region_name,kto_content_type_id,kto_content_type_name,ui_category,pet_information_status,basic_score,pet_score,total_score,filled_useful_fields,total_useful_fields,fullness_pct,pet_details_summary,has_name,value_name,has_kto_content_type,value_kto_content_type,has_address,value_address,has_address_detail,value_address_detail,has_coordinates,value_coordinates,has_phone,value_phone,has_image,value_image,has_short_description,value_short_description,has_full_description,value_full_description,has_parking_info,value_parking_info,has_business_hours,value_business_hours,has_closed_days,value_closed_days,has_instagram_url,value_instagram_url,has_tags,value_tags,has_zipcode,value_zipcode,has_pet_acmpyTypeCd,value_pet_acmpyTypeCd,has_pet_acmpyNeedMtr,value_pet_acmpyNeedMtr,has_pet_acmpyPsblCpam,value_pet_acmpyPsblCpam,has_pet_etcAcmpyInfo,value_pet_etcAcmpyInfo,has_pet_relaAcdntRiskMtr,value_pet_relaAcdntRiskMtr,has_pet_relaFrnshPrdlst,value_pet_relaFrnshPrdlst,has_pet_relaPosesFclty,value_pet_relaPosesFclty,has_pet_relaPurcPrdlst,value_pet_relaPurcPrdlst,has_pet_relaRntlPrdlst,value_pet_relaRntlPrdlst,snapshot_sha256,design_version,data_note
21,kto-2652545,닭머르해안길,JEJU_CITY,east,동부 (조천),12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,닭머르해안길,1,12:관광지,1,제주특별자치도 제주시 조천읍 신촌북3길 62-1,0,,1,"33.5378017018462,126.613251253838",0,,1,https://tong.visitkorea.or.kr/cms/resource/94/4001794_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63338,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
22,kto-2660802,오설록 티뮤지엄,SEOGWIPO_CITY,west,서부 (안덕),14,문화시설,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 입마개 착용,목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 카페 외부좌석 이용가능- 실내 전시관은 동반 불가 - 맹견 및 대형견의 경우, 입마개 착용 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,오설록 티뮤지엄,1,14:문화시설,1,제주특별자치도 서귀포시 안덕면 신화역사로 15,0,,1,"33.3060818422347,126.289392182586",0,,1,https://tong.visitkorea.or.kr/cms/resource/57/3497257_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63521,1,일부구역 동반가능,1,"입마개 착용,목줄 착용",1,전 견종 동반 가능,1,"- 카페 외부좌석 이용가능- 실내 전시관은 동반 불가 - 맹견 및 대형견의 경우, 입마개 착용 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
23,kto-2704456,노리매공원,SEOGWIPO_CITY,west,서부 (대정),12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 훈련사 또는 직원 상시대기",1,노리매공원,1,12:관광지,1,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,0,,1,"33.2825728584,126.2873513183",0,,1,https://tong.visitkorea.or.kr/cms/resource/86/3390386_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63519,1,일부구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,훈련사 또는 직원 상시대기,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
24,kto-2714222,스누피가든,JEJU_CITY,east,동부 (구좌),12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용,반려동물 유모차 탑승 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 매주 수요일만 반려동물 동반 데이로 동반 가능- 실내의 경우 이동장 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,스누피가든,1,12:관광지,1,제주특별자치도 제주시 구좌읍 금백조로 930,0,,1,"33.44337164886826,126.77860501008234",0,,1,https://tong.visitkorea.or.kr/cms/resource/87/3354387_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63355,1,일부구역 동반가능,1,"목줄 착용,반려동물 유모차 탑승",1,전 견종 동반 가능,1,- 매주 수요일만 반려동물 동반 데이로 동반 가능- 실내의 경우 이동장 필수- 배변봉투 지참 및 배변처리 필수,1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
25,kto-2714659,보롬왓,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 6kg 이하 동반 가능 | 기타 동반 안내: 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 6kg 이하 동반 가능,1,보롬왓,1,12:관광지,1,제주특별자치도 서귀포시 번영로 2350-104,0,,1,"33.4134934171129,126.752493951494",0,,1,https://tong.visitkorea.or.kr/cms/resource/38/3551438_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63624,1,전구역 동반가능,1,목줄 착용,1,6kg 이하 동반 가능,1,배변봉투 지참 및 배변처리 필수,1,6kg 이하 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
26,kto-2715650,사계해변,SEOGWIPO_CITY,west,서부 (안덕),12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 해수욕장 산책은 가능하지만, 바다 입수는 불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,사계해변,1,12:관광지,1,제주특별자치도 서귀포시 안덕면 사계리 2147-35,0,,1,"33.2285,126.3088",0,,1,https://tong.visitkorea.or.kr/cms/resource/33/3035533_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63528,1,일부구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 해수욕장 산책은 가능하지만, 바다 입수는 불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
27,kto-2779449,비밀의 숲,JEJU_CITY,east,동부 (구좌),12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,비밀의 숲,1,12:관광지,1,제주특별자치도 제주시 구좌읍 비자림로 1741-212,0,,1,"33.4539663203,126.7553511105",0,,1,https://tong.visitkorea.or.kr/cms/resource/21/4105421_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63355,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
28,kto-2789378,제주신흥해수욕장,JEJU_CITY,east,동부 (조천),12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 해수욕장 개장 기간엔 연안 산책은 가능하나 입수는 불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,제주신흥해수욕장,1,12:관광지,1,제주특별자치도 제주시 조천읍 조함해안로 273-35,0,,1,"33.5519478452539,126.648530979961",0,,1,https://tong.visitkorea.or.kr/cms/resource/79/4001879_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63332,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 해수욕장 개장 기간엔 연안 산책은 가능하나 입수는 불가- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
29,kto-2836910,송당무끈모루,JEJU_CITY,jeju_city,제주시,12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,송당무끈모루,1,12:관광지,1,제주특별자치도 제주시 비자림로 1661-13,0,,1,"33.4567748088,126.7718717118",0,,1,https://tong.visitkorea.or.kr/cms/resource/08/4074508_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63355,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
30,kto-2847726,상가리야자숲,JEJU_CITY,jeju_city,제주시,12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용,매너벨트 착용 | 동반 가능 동물: 10kg이하 동반 가능 | 기타 동반 안내: 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 10kg이하 동반 가능",1,상가리야자숲,1,12:관광지,1,제주특별자치도 제주시 고하상로 326,0,,1,"33.4394340828,126.3584772018",0,,1,https://tong.visitkorea.or.kr/cms/resource/12/2847712_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63036,1,일부구역 동반가능,1,"목줄 착용,매너벨트 착용",1,10kg이하 동반 가능,1,배변봉투 지참 및 배변처리 필수,1,10kg이하 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
31,kto-2854437,답다니수국밭,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 대형견 제외 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 대형견 제외 전 견종 동반 가능",1,답다니수국밭,1,12:관광지,1,제주특별자치도 서귀포시 월평로50번길 17-30 (월평동),0,,1,"33.2438593703,126.464256245",0,,1,https://tong.visitkorea.or.kr/cms/resource_photo/54/3545154_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63562,1,일부구역 동반가능,1,목줄 착용,1,대형견 제외 전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",1,대형견 제외 전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
32,kto-2977041,열대과일농장 유진팡,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,KTO_OVERLAY_FOUND,6,5,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용,기타 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 동물이있는 동물팡은 반드시 안고 있어야함- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수 | 관련 사고 위험 사항: 전 견종 동반 가능",1,열대과일농장 유진팡,1,12:관광지,1,제주특별자치도 서귀포시 원님로399번길 31-7,0,,1,"33.3399177814,126.7425157103",0,,1,https://tong.visitkorea.or.kr/cms/resource/95/2976895_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63616,1,일부구역 동반가능,1,"목줄 착용,기타",1,전 견종 동반 가능,1,"- 동물이있는 동물팡은 반드시 안고 있어야함- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수",1,전 견종 동반 가능,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
33,kto-126471,성읍민속마을,SEOGWIPO_CITY,east,동부 (표선),12,관광지,spot,KTO_OVERLAY_FOUND,7,4,11,11,24,45.83,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,성읍민속마을,1,12:관광지,1,제주특별자치도 서귀포시 표선면 성읍리,1,3294,1,"33.388430228,126.7882138165",0,,1,https://tong.visitkorea.or.kr/cms/resource/64/3551564_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63624,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
34,kto-129699,금오름,JEJU_CITY,west,서부 (한림),12,관광지,spot,KTO_OVERLAY_FOUND,7,4,11,11,24,45.83,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,금오름,1,12:관광지,1,제주특별자치도 제주시 한림읍 금악리,1,산1-1,1,"33.3555289743,126.3059091921",0,,1,https://tong.visitkorea.or.kr/cms/resource/35/3352435_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63021,1,일부구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
35,kto-1918646,거슨새미오름,JEJU_CITY,east,동부 (구좌),12,관광지,spot,KTO_OVERLAY_FOUND,7,4,11,11,24,45.83,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,거슨새미오름,1,12:관광지,1,제주특별자치도 제주시 구좌읍 송당리,1,산145,1,"33.4521283086,126.7610119406",0,,1,https://tong.visitkorea.or.kr/cms/resource/04/3477804_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63355,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
36,kto-126441,돈내코 원앙폭포,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,돈내코 원앙폭포,1,12:관광지,1,제주특별자치도 서귀포시 돈내코로 137,0,,1,"33.3005255267,126.5820170154",0,,1,https://tong.visitkorea.or.kr/cms/resource/84/3589084_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63582,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
37,kto-126450,마라도,SEOGWIPO_CITY,west,서부 (대정),12,관광지,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용 | 동반 가능 동물: 5kg 이하 동반 가능(이동장 이용 필수) | 기타 동반 안내: - 5kg이상 마라도 여객선 확인요망 - 배변봉투 지참 및 배변처리 필수",1,마라도,1,12:관광지,1,제주특별자치도 서귀포시 대정읍 마라로101번길 46,0,,1,"33.1186461893,126.2671011468",0,,1,https://tong.visitkorea.or.kr/cms/resource/83/3516583_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63515,1,일부구역 동반가능,1,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용",1,5kg 이하 동반 가능(이동장 이용 필수),1,- 5kg이상 마라도 여객선 확인요망 - 배변봉투 지참 및 배변처리 필수,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
38,kto-130474,제주민속촌,SEOGWIPO_CITY,east,동부 (표선),14,문화시설,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용,이동장(켄넬)사용 | 동반 가능 동물: 9kg 이하 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,제주민속촌,1,14:문화시설,1,제주특별자치도 서귀포시 표선면 민속해안로 631-34,0,,1,"33.3213162956,126.8431022619",0,,1,https://tong.visitkorea.or.kr/cms/resource/43/3534943_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63629,1,일부구역 동반가능,1,"목줄 착용,이동장(켄넬)사용",1,9kg 이하 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
39,kto-1887866,갑선이오름,SEOGWIPO_CITY,east,동부 (표선),12,관광지,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 길이 협소한 편으로 다른 사람에게 피해 가지 않도록 주의 필요 - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,갑선이오름,1,12:관광지,1,제주특별자치도 서귀포시 표선면 가시리,0,,1,"33.3608276172,126.7818122232",0,,1,https://tong.visitkorea.or.kr/cms/resource/45/3523545_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63623,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 길이 협소한 편으로 다른 사람에게 피해 가지 않도록 주의 필요 - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
40,kto-1993734,녹산로 유채꽃도로,SEOGWIPO_CITY,east,동부 (표선),12,관광지,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,녹산로 유채꽃도로,1,12:관광지,1,제주특별자치도 서귀포시 표선면 가시로565번길 20,0,,1,"33.3532755098,126.771635499",0,,1,https://tong.visitkorea.or.kr/cms/resource/69/3588469_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63623,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
41,kto-2602774,쉼한모금,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 전 견종 동반 가능 | 기타 동반 안내: - 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",1,쉼한모금,1,12:관광지,1,제주특별자치도 서귀포시 산록남로 1258 (색달동),0,,1,"33.2937431939,126.4224782273",0,,1,https://tong.visitkorea.or.kr/cms/resource/36/3391736_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63549,1,전구역 동반가능,1,목줄 착용,1,전 견종 동반 가능,1,"- 맹견의 경우, 입마개 착용 필수 - 배변봉투 지참 및 배변처리 필수",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
42,kto-2609373,9.81 파크 제주,JEJU_CITY,west,서부 (애월),28,레포츠,spot,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,"동반 유형: 일부구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 13kg 이하 동반 가능 | 기타 동반 안내: - 매주 토요일 16:00 티켓만 동반입장 가능 - 카트이용시 하네스 필수 착용, 카트에 연결 - 안전상의 이유로 몸 길이 40cm 이하 탑승 가능",1,9.81 파크 제주,1,28:레포츠,1,제주특별자치도 제주시 애월읍 천덕로 880-24,0,,1,"33.3900649983,126.3665198188",0,,1,https://tong.visitkorea.or.kr/cms/resource/85/3408185_image2_1.png,0,,0,,0,,0,,0,,0,,0,,1,63038,1,일부구역 동반가능,1,목줄 착용,1,13kg 이하 동반 가능,1,"- 매주 토요일 16:00 티켓만 동반입장 가능 - 카트이용시 하네스 필수 착용, 카트에 연결 - 안전상의 이유로 몸 길이 40cm 이하 탑승 가능",0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
43,kto-2621853,돈내코힐 리조트,SEOGWIPO_CITY,seogwipo,서귀포시,32,숙박,stay,KTO_OVERLAY_FOUND,6,4,10,10,24,41.67,동반 유형: 전구역 동반가능 | 동반 시 필요 사항: 목줄 착용 | 동반 가능 동물: 훈련된 5KG 이하 반려견 | 관련 사고 위험 사항: 모든 사고 및 피해는 보호자의 책임,1,돈내코힐 리조트,1,32:숙박,1,제주특별자치도 서귀포시 돈내코로 180,1,(상효동),1,"33.3029335392,126.5785144865",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,63582,1,전구역 동반가능,1,목줄 착용,1,훈련된 5KG 이하 반려견,0,,1,모든 사고 및 피해는 보호자의 책임,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
